Date,Emp__Name,Talk_Time,Hold_Time,ACW_Time,Break_Time,Meeting_Time,Training_Time,RestRoo_Time,Tech Issue_Time,Chat/Email_Time,Case Time,After Call Work_Time,Assist_Time,Ready Time,Login Hours,Productive Time,Work_Rel Time,Utilization,Occupancy %,Date2,Month2,Year2,Week2,Day2,Emp_Name2,Team_Lead,Supervisor
01-Mar,Emp11,7:34:44,0:22:50,0:15:17,0:22:50,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:22:07,0:17:39,0:07:13,9:22:40,8:34:58,0:24:52,91.52%,95.94%,01-Mar,Mar,2024,9,Fri,Emp11,TeamLead_A,Supervisor_X
01-Mar,Emp12,6:47:58,0:31:49,0:18:59,0:31:49,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:26:01,0:09:31,0:02:14,0:00:52,8:49:13,7:48:17,0:29:07,88.49%,93.99%,01-Mar,Mar,2024,9,Fri,Emp12,TeamLead_A,Supervisor_X
01-Mar,Emp13,6:54:12,0:29:03,0:16:58,0:29:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:08:26,0:24:43,0:01:51,0:00:13,8:44:29,8:04:56,0:10:30,92.46%,94.46%,01-Mar,Mar,2024,9,Fri,Emp13,TeamLead_A,Supervisor_X
01-Mar,Emp14,2:21:35,0:21:57,0:23:45,0:21:57,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:48:47,0:00:00,0:00:00,0:01:11,4:19:12,3:07:17,0:49:58,72.25%,91.53%,01-Mar,Mar,2024,9,Fri,Emp14,TeamLead_A,Supervisor_X
01-Mar,Emp15,7:08:27,0:22:07,0:07:32,0:22:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:50,0:00:00,0:00:00,0:00:06,8:04:09,7:38:06,0:03:56,94.62%,95.43%,01-Mar,Mar,2024,9,Fri,Emp15,TeamLead_E,Supervisor_X
01-Mar,Emp16,7:38:14,0:20:49,0:16:18,0:20:49,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:26:57,0:12:28,0:00:00,0:00:07,9:15:42,8:27:49,0:27:04,91.38%,96.25%,01-Mar,Mar,2024,9,Fri,Emp16,TeamLead_C,Supervisor_Y
01-Mar,Emp17,7:56:23,0:25:05,0:00:00,0:25:05,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:33:03,0:17:31,0:00:00,0:09:30,9:46:37,8:38:59,0:42:33,88.47%,95.72%,01-Mar,Mar,2024,9,Fri,Emp17,TeamLead_D,Supervisor_Z
01-Mar,Emp18,4:18:40,0:27:00,0:05:30,0:27:00,1:10:32,0:00:00,0:00:00,0:00:00,0:00:00,0:35:49,0:00:31,0:00:58,0:00:16,7:06:16,4:51:41,1:47:35,68.43%,93.67%,01-Mar,Mar,2024,9,Fri,Emp18,TeamLead_B,Supervisor_Y
01-Mar,Emp19,7:20:02,0:32:05,0:00:00,0:32:05,0:00:09,0:00:00,0:00:09,0:00:00,0:00:00,0:04:22,0:00:00,0:09:09,0:00:08,8:38:09,7:52:07,0:13:48,91.12%,93.78%,01-Mar,Mar,2024,9,Fri,Emp19,TeamLead_C,Supervisor_Z
01-Mar,Emp20,2:04:00,0:10:06,0:15:15,0:10:06,0:00:00,2:24:45,0:00:00,0:00:00,0:00:00,0:17:20,0:00:00,0:00:00,0:03:07,5:24:39,2:29:21,2:45:12,46.00%,96.89%,01-Mar,Mar,2024,9,Fri,Emp20,TeamLead_D,Supervisor_Y
01-Mar,Emp21,4:58:17,0:00:00,0:00:00,0:00:00,1:06:13,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:28,6:04:58,4:58:17,1:06:41,81.73%,100.00%,01-Mar,Mar,2024,9,Fri,Emp21,TeamLead_A,Supervisor_Z
01-Mar,Emp22,4:49:37,0:45:59,0:16:24,0:45:59,1:08:32,0:00:00,0:00:00,0:00:00,0:00:00,0:12:47,0:00:00,0:05:41,0:00:05,8:05:04,5:52:00,1:27:05,72.57%,90.52%,01-Mar,Mar,2024,9,Fri,Emp22,TeamLead_B,Supervisor_Y
01-Mar,Emp23,5:49:40,0:23:10,0:20:05,0:23:10,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:28:39,0:00:00,0:22:07,0:00:21,7:47:12,6:32:55,0:51:07,84.10%,95.04%,01-Mar,Mar,2024,9,Fri,Emp23,TeamLead_C,Supervisor_Z
01-Mar,Emp24,0:00:00,0:27:42,0:00:00,0:27:42,0:00:00,0:00:00,0:00:00,0:12:52,0:00:00,0:03:12,0:00:00,0:09:31,0:00:01,1:21:00,0:27:42,0:25:36,34.20%,65.80%,01-Mar,Mar,2024,9,Fri,Emp24,TeamLead_D,Supervisor_Y
01-Mar,Emp25,3:47:03,0:34:06,0:00:00,0:34:06,0:00:00,0:00:00,0:00:03,0:00:00,0:00:00,0:01:01,0:00:00,0:24:43,0:00:06,5:21:08,4:21:09,0:25:50,81.32%,89.37%,01-Mar,Mar,2024,9,Fri,Emp25,TeamLead_E,Supervisor_Z
01-Mar,Emp26,0:00:00,0:30:29,0:00:00,0:30:29,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:06:45,0:00:26,0:00:00,0:00:01,1:08:10,0:30:55,0:06:46,45.35%,55.28%,01-Mar,Mar,2024,9,Fri,Emp26,TeamLead_C,Supervisor_X
01-Mar,Emp27,0:00:00,0:29:58,0:00:00,0:29:58,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:02,0:10:43,0:00:00,0:00:01,1:13:42,0:40:41,0:03:03,55.20%,59.34%,01-Mar,Mar,2024,9,Fri,Emp27,TeamLead_D,Supervisor_Y
01-Mar,Emp28,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:19:01,0:00:00,0:12:28,0:00:00,0:31:43,0:00:07,0:31:29,0.37%,99.63%,01-Mar,Mar,2024,9,Fri,Emp28,TeamLead_B,Supervisor_Z
01-Mar,Emp29,0:00:00,0:31:22,0:00:00,0:31:22,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:05:54,0:08:16,0:17:31,0:00:00,1:34:25,0:39:38,0:23:25,41.98%,66.78%,01-Mar,Mar,2024,9,Fri,Emp29,TeamLead_C,Supervisor_Y
01-Mar,Emp30,0:00:00,0:28:06,0:00:00,0:28:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:31,0:00:13,0:56:56,0:28:06,0:00:44,49.36%,50.64%,01-Mar,Mar,2024,9,Fri,Emp30,TeamLead_D,Supervisor_Z
01-Mar,Emp31,0:00:00,0:31:33,0:00:00,0:31:33,0:00:00,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00,0:04:43,0:00:00,0:00:05,1:07:56,0:36:16,0:00:07,53.39%,53.56%,01-Mar,Mar,2024,9,Fri,Emp31,TeamLead_E,Supervisor_Y
01-Mar,Emp32,0:00:00,0:20:00,0:00:00,0:20:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:40:01,0:20:00,0:00:01,49.98%,50.02%,01-Mar,Mar,2024,9,Fri,Emp32,TeamLead_C,Supervisor_Z
01-Mar,Emp33,0:00:00,0:00:03,0:00:00,0:00:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:02,0:00:08,0:00:03,0:00:02,37.50%,62.50%,01-Mar,Mar,2024,9,Fri,Emp33,TeamLead_C,Supervisor_X
01-Mar,Emp34,0:00:00,0:00:06,0:00:00,0:00:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:13,0:00:06,0:00:01,46.15%,53.85%,01-Mar,Mar,2024,9,Fri,Emp34,TeamLead_D,Supervisor_Y
01-Mar,Emp35,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:15,0:00:07,0:00:01,46.67%,53.33%,01-Mar,Mar,2024,9,Fri,Emp35,TeamLead_E,Supervisor_Z
01-Mar,Emp36,5:31:06,0:15:19,0:23:46,0:15:19,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:07,6:25:37,6:10:11,0:00:07,96.00%,96.03%,01-Mar,Mar,2024,9,Fri,Emp36,TeamLead_C,Supervisor_Y
01-Mar,Emp37,5:04:44,0:30:41,0:03:14,0:30:41,0:34:31,0:00:00,0:06:04,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:01:13,6:51:08,5:38:39,0:35:44,82.37%,91.06%,01-Mar,Mar,2024,9,Fri,Emp37,TeamLead_D,Supervisor_Z
01-Mar,Emp38,6:07:50,0:32:27,0:21:09,0:32:27,0:38:28,0:00:00,0:09:34,0:00:00,0:00:00,0:00:00,0:00:00,0:00:26,0:01:00,8:23:21,7:01:26,0:39:54,83.73%,91.65%,01-Mar,Mar,2024,9,Fri,Emp38,TeamLead_B,Supervisor_Y
01-Mar,Emp39,7:04:11,0:31:12,0:00:00,0:31:12,0:24:23,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:10:43,0:00:06,8:41:47,7:35:23,0:35:12,87.27%,94.02%,01-Mar,Mar,2024,9,Fri,Emp39,TeamLead_C,Supervisor_Z
01-Mar,Emp40,5:25:05,0:12:43,0:12:43,0:12:43,0:00:00,2:18:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:16,8:24:39,5:50:31,2:21:25,69.46%,97.48%,01-Mar,Mar,2024,9,Fri,Emp40,TeamLead_B,Supervisor_Y
02-Mar,Emp5,7:06:25,0:31:27,0:14:16,0:31:27,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:08:16,0:00:12,8:32:03,7:52:08,0:08:28,92.20%,93.86%,02-Mar,Mar,2024,9,Sat,Emp5,TeamLead_B,Supervisor_Y
02-Mar,Emp6,0:00:00,0:31:22,0:00:00,0:31:22,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:05:54,0:08:16,0:17:31,0:00:00,1:34:25,0:39:38,0:23:25,41.98%,66.78%,02-Mar,Mar,2024,9,Sat,Emp6,TeamLead_B,Supervisor_Y
02-Mar,Emp7,0:00:00,0:28:06,0:00:00,0:28:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:31,0:00:13,0:56:56,0:28:06,0:00:44,49.36%,50.64%,02-Mar,Mar,2024,9,Sat,Emp7,TeamLead_B,Supervisor_Y
02-Mar,Emp8,0:00:00,0:31:33,0:00:00,0:31:33,0:00:00,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00,0:04:43,0:00:00,0:00:05,1:07:56,0:36:16,0:00:07,53.39%,53.56%,02-Mar,Mar,2024,9,Sat,Emp8,TeamLead_B,Supervisor_Y
02-Mar,Emp9,0:00:00,0:20:00,0:00:00,0:20:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:40:01,0:20:00,0:00:01,49.98%,50.02%,02-Mar,Mar,2024,9,Sat,Emp9,TeamLead_B,Supervisor_Y
02-Mar,Emp10,0:00:00,0:00:03,0:00:00,0:00:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:02,0:00:08,0:00:03,0:00:02,37.50%,62.50%,02-Mar,Mar,2024,9,Sat,Emp10,TeamLead_A,Supervisor_X
02-Mar,Emp11,0:00:00,0:00:06,0:00:00,0:00:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:13,0:00:06,0:00:01,46.15%,53.85%,02-Mar,Mar,2024,9,Sat,Emp11,TeamLead_A,Supervisor_X
02-Mar,Emp12,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:15,0:00:07,0:00:01,46.67%,53.33%,02-Mar,Mar,2024,9,Sat,Emp12,TeamLead_A,Supervisor_X
02-Mar,Emp13,5:31:06,0:15:19,0:23:46,0:15:19,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:07,6:25:37,6:10:11,0:00:07,96.00%,96.03%,02-Mar,Mar,2024,9,Sat,Emp13,TeamLead_A,Supervisor_X
02-Mar,Emp14,2:38:46,0:11:41,0:10:38,0:11:41,0:09:24,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:57,0:00:05,3:23:12,3:01:05,0:10:26,89.12%,94.25%,02-Mar,Mar,2024,9,Sat,Emp14,TeamLead_A,Supervisor_X
02-Mar,Emp15,1:33:07,0:15:00,0:05:06,0:15:00,0:31:12,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:15,2:39:40,1:53:13,0:31:27,70.91%,90.61%,02-Mar,Mar,2024,9,Sat,Emp15,TeamLead_E,Supervisor_X
02-Mar,Emp16,7:09:36,0:30:19,0:12:26,0:30:19,0:00:00,0:00:00,0:00:00,0:03:34,0:00:00,0:39:51,0:00:00,0:12:56,0:00:04,9:19:05,7:52:21,0:56:25,84.49%,94.58%,02-Mar,Mar,2024,9,Sat,Emp16,TeamLead_C,Supervisor_Y
02-Mar,Emp17,3:18:24,0:00:00,0:27:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:45:34,0:00:58,0:07:07,0:00:11,4:39:17,3:46:25,0:52:52,81.07%,100.00%,02-Mar,Mar,2024,9,Sat,Emp17,TeamLead_D,Supervisor_Z
02-Mar,Emp18,6:34:39,0:25:16,0:35:44,0:25:16,0:30:34,0:00:00,0:00:00,0:00:00,0:00:00,0:38:18,0:09:09,0:00:26,0:00:22,9:19:44,7:44:48,1:09:40,83.04%,95.49%,02-Mar,Mar,2024,9,Sat,Emp18,TeamLead_B,Supervisor_Y
02-Mar,Emp19,7:57:26,0:20:44,0:03:13,0:20:44,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:17:23,0:11:44,9:11:14,8:21:23,0:29:07,90.96%,96.24%,02-Mar,Mar,2024,9,Sat,Emp19,TeamLead_C,Supervisor_Z
02-Mar,Emp20,7:57:55,0:22:30,0:00:00,0:22:30,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:10:32,0:00:00,0:21:10,0:06:40,9:21:17,8:20:25,0:38:22,89.16%,95.99%,02-Mar,Mar,2024,9,Sat,Emp20,TeamLead_D,Supervisor_Y
02-Mar,Emp21,7:14:34,0:28:48,0:17:37,0:28:48,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:06:28,0:05:41,0:08:46,0:00:06,8:50:48,8:06:40,0:15:20,91.69%,94.57%,02-Mar,Mar,2024,9,Sat,Emp21,TeamLead_A,Supervisor_Z
02-Mar,Emp22,7:34:44,0:22:50,0:15:17,0:22:50,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:22:07,0:17:39,0:07:13,9:22:40,8:34:58,0:24:52,91.52%,95.94%,02-Mar,Mar,2024,9,Sat,Emp22,TeamLead_B,Supervisor_Y
02-Mar,Emp23,6:47:58,0:31:49,0:18:59,0:31:49,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:26:01,0:09:31,0:02:14,0:00:52,8:49:13,7:48:17,0:29:07,88.49%,93.99%,02-Mar,Mar,2024,9,Sat,Emp23,TeamLead_C,Supervisor_Z
02-Mar,Emp24,6:54:12,0:29:03,0:16:58,0:29:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:08:26,0:24:43,0:01:51,0:00:13,8:44:29,8:04:56,0:10:30,92.46%,94.46%,02-Mar,Mar,2024,9,Sat,Emp24,TeamLead_D,Supervisor_Y
02-Mar,Emp25,2:21:35,0:21:57,0:23:45,0:21:57,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:48:47,0:00:00,0:00:00,0:01:11,4:19:12,3:07:17,0:49:58,72.25%,91.53%,02-Mar,Mar,2024,9,Sat,Emp25,TeamLead_E,Supervisor_Z
02-Mar,Emp26,7:08:27,0:22:07,0:07:32,0:22:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:50,0:00:00,0:00:00,0:00:06,8:04:09,7:38:06,0:03:56,94.62%,95.43%,02-Mar,Mar,2024,9,Sat,Emp26,TeamLead_C,Supervisor_X
02-Mar,Emp27,7:38:14,0:20:49,0:16:18,0:20:49,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:26:57,0:12:28,0:00:00,0:00:07,9:15:42,8:27:49,0:27:04,91.38%,96.25%,02-Mar,Mar,2024,9,Sat,Emp27,TeamLead_D,Supervisor_Y
02-Mar,Emp28,7:56:23,0:25:05,0:00:00,0:25:05,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:33:03,0:17:31,0:00:00,0:09:30,9:46:37,8:38:59,0:42:33,88.47%,95.72%,02-Mar,Mar,2024,9,Sat,Emp28,TeamLead_B,Supervisor_Z
02-Mar,Emp29,4:18:40,0:27:00,0:05:30,0:27:00,1:10:32,0:00:00,0:00:00,0:00:00,0:00:00,0:35:49,0:00:31,0:00:58,0:00:16,7:06:16,4:51:41,1:47:35,68.43%,93.67%,02-Mar,Mar,2024,9,Sat,Emp29,TeamLead_C,Supervisor_Y
02-Mar,Emp30,7:20:02,0:32:05,0:00:00,0:32:05,0:00:09,0:00:00,0:00:09,0:00:00,0:00:00,0:04:22,0:00:00,0:09:09,0:00:08,8:38:09,7:52:07,0:13:48,91.12%,93.78%,02-Mar,Mar,2024,9,Sat,Emp30,TeamLead_D,Supervisor_Z
03-Mar,Emp1,5:04:44,0:30:41,0:03:14,0:30:41,0:34:31,0:00:00,0:06:04,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:01:13,6:51:08,5:38:39,0:35:44,82.37%,91.06%,03-Mar,Mar,2024,9,Sun,Emp1,TeamLead_A,Supervisor_X
03-Mar,Emp2,6:07:50,0:32:27,0:21:09,0:32:27,0:38:28,0:00:00,0:09:34,0:00:00,0:00:00,0:00:00,0:00:00,0:00:26,0:01:00,8:23:21,7:01:26,0:39:54,83.73%,91.65%,03-Mar,Mar,2024,9,Sun,Emp2,TeamLead_C,Supervisor_Z
03-Mar,Emp3,7:04:11,0:31:12,0:00:00,0:31:12,0:24:23,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:10:43,0:00:06,8:41:47,7:35:23,0:35:12,87.27%,94.02%,03-Mar,Mar,2024,9,Sun,Emp3,TeamLead_C,Supervisor_Y
03-Mar,Emp4,5:25:05,0:12:43,0:12:43,0:12:43,0:00:00,2:18:09,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:03:16,8:24:39,5:50:31,2:21:25,69.46%,97.48%,03-Mar,Mar,2024,9,Sun,Emp4,TeamLead_C,Supervisor_Z
03-Mar,Emp5,7:06:25,0:31:27,0:14:16,0:31:27,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:08:16,0:00:12,8:32:03,7:52:08,0:08:28,92.20%,93.86%,03-Mar,Mar,2024,9,Sun,Emp5,TeamLead_B,Supervisor_Y
03-Mar,Emp6,0:00:00,0:31:22,0:00:00,0:31:22,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:05:54,0:08:16,0:17:31,0:00:00,1:34:25,0:39:38,0:23:25,41.98%,66.78%,03-Mar,Mar,2024,9,Sun,Emp6,TeamLead_B,Supervisor_Y
03-Mar,Emp7,0:00:00,0:28:06,0:00:00,0:28:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:31,0:00:13,0:56:56,0:28:06,0:00:44,49.36%,50.64%,03-Mar,Mar,2024,9,Sun,Emp7,TeamLead_B,Supervisor_Y
03-Mar,Emp8,0:00:00,0:31:33,0:00:00,0:31:33,0:00:00,0:00:02,0:00:00,0:00:00,0:00:00,0:00:00,0:04:43,0:00:00,0:00:05,1:07:56,0:36:16,0:00:07,53.39%,53.56%,03-Mar,Mar,2024,9,Sun,Emp8,TeamLead_B,Supervisor_Y
03-Mar,Emp9,0:00:00,0:20:00,0:00:00,0:20:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:40:01,0:20:00,0:00:01,49.98%,50.02%,03-Mar,Mar,2024,9,Sun,Emp9,TeamLead_B,Supervisor_Y
03-Mar,Emp10,0:00:00,0:00:03,0:00:00,0:00:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:02,0:00:08,0:00:03,0:00:02,37.50%,62.50%,03-Mar,Mar,2024,9,Sun,Emp10,TeamLead_A,Supervisor_X
03-Mar,Emp11,0:00:00,0:00:06,0:00:00,0:00:06,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:13,0:00:06,0:00:01,46.15%,53.85%,03-Mar,Mar,2024,9,Sun,Emp11,TeamLead_A,Supervisor_X
03-Mar,Emp12,0:00:00,0:00:07,0:00:00,0:00:07,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:01,0:00:15,0:00:07,0:00:01,46.67%,53.33%,03-Mar,Mar,2024,9,Sun,Emp12,TeamLead_A,Supervisor_X
03-Mar,Emp13,5:31:06,0:15:19,0:23:46,0:15:19,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:07,6:25:37,6:10:11,0:00:07,96.00%,96.03%,03-Mar,Mar,2024,9,Sun,Emp13,TeamLead_A,Supervisor_X
03-Mar,Emp14,2:38:46,0:11:41,0:10:38,0:11:41,0:09:24,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:57,0:00:05,3:23:12,3:01:05,0:10:26,89.12%,94.25%,03-Mar,Mar,2024,9,Sun,Emp14,TeamLead_A,Supervisor_X
03-Mar,Emp15,1:33:07,0:15:00,0:05:06,0:15:00,0:31:12,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:15,2:39:40,1:53:13,0:31:27,70.91%,90.61%,03-Mar,Mar,2024,9,Sun,Emp15,TeamLead_E,Supervisor_X
03-Mar,Emp16,7:09:36,0:30:19,0:12:26,0:30:19,0:00:00,0:00:00,0:00:00,0:03:34,0:00:00,0:39:51,0:00:00,0:12:56,0:00:04,9:19:05,7:52:21,0:56:25,84.49%,94.58%,03-Mar,Mar,2024,9,Sun,Emp16,TeamLead_C,Supervisor_Y
03-Mar,Emp17,3:18:24,0:00:00,0:27:03,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:45:34,0:00:58,0:07:07,0:00:11,4:39:17,3:46:25,0:52:52,81.07%,100.00%,03-Mar,Mar,2024,9,Sun,Emp17,TeamLead_D,Supervisor_Z
03-Mar,Emp18,6:34:39,0:25:16,0:35:44,0:25:16,0:30:34,0:00:00,0:00:00,0:00:00,0:00:00,0:38:18,0:09:09,0:00:26,0:00:22,9:19:44,7:44:48,1:09:40,83.04%,95.49%,03-Mar,Mar,2024,9,Sun,Emp18,TeamLead_B,Supervisor_Y
03-Mar,Emp19,7:57:26,0:20:44,0:03:13,0:20:44,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:17:23,0:11:44,9:11:14,8:21:23,0:29:07,90.96%,96.24%,03-Mar,Mar,2024,9,Sun,Emp19,TeamLead_C,Supervisor_Z
03-Mar,Emp20,7:57:55,0:22:30,0:00:00,0:22:30,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0:10:32,0:00:00,0:21:10,0:06:40,9:21:17,8:20:25,0:38:22,89.16%,95.99%,03-Mar,Mar,2024,9,Sun,Emp20,TeamLead_D,Supervisor_Y
